language,term,schedule,studies,degree,ects,ects_semester,codigo,nombre,official_name,english_name,note_comment,url_guia,source_label,program_label,source_url,source_file,syllabus_links_json,availability_label,timing_risk_label,level_label,permission_label,language_label,schedule_label
English,Fall,Unknown,Undergraduate,1-SAPIENS,6.0,6.0,DMA-SAP-230,Introduction to Differential Equations,Introduction to Differential Equations,Introduction to Differential Equations,,,course_offering_2026_2027_v1_1,sapiens,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english,unknown
English,Fall,Unknown,Undergraduate,1-SAPIENS,6.0,6.0,DMA-SAP-241,Multivariable Calculus,Multivariable Calculus,Multivariable Calculus,,,course_offering_2026_2027_v1_1,sapiens,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english,unknown
Spanish,All-year,Unknown,Undergraduate,1-DHP,3.0,1.5,DOI-DHPCP-102,Habilidades Personales / Personal Skills,Habilidades Personales,Personal Skills,Waitlisted until assigned,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
English / Spanish,Fall,Unknown,Undergraduate,2-DHP,3.0,3.0,DOI-DHPCP-201,Ingeniería y Comunicación / Engineering and Communication,Ingeniería y Comunicación,Engineering and Communication,Waitlisted until assigned,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english_or_spanish,unknown
Spanish,Fall,Unknown,Undergraduate,2-DHP,3.0,3.0,DOI-DHPCP-202,Técnicas de Comunicación Personal / Personal Communication Techniques,Técnicas de Comunicación Personal,Personal Communication Techniques,Waitlisted until assigned,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-DHP,2.0,2.0,DOI-DHPCP-301,Pensamiento Crítico / Critical Thinking,Pensamiento Crítico,Critical Thinking,Waitlisted until assigned,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
English / Spanish,Fall,Unknown,Undergraduate,4-DHP,3.0,3.0,DOI-DHPCP-401,Aprendizaje y Servicio / Learning and Service,Aprendizaje y Servicio,Learning and Service,Requires sufficient global demand. TBD | Waitlisted until assigned,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english_or_spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-DHP,2.0,2.0,DOI-DHPCP-402,Liderazgo Ignaciano / Ignatian Leadership,Liderazgo Ignaciano,Ignatian Leadership,Waitlisted until assigned,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-GITI,6.0,6.0,DOI-GITI-311,Estadística I / Statistics I,Estadística I,Statistics I,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-GITI,6.0,6.0,DOI-GITI-322,Economía y Empresa / Business Economics,Economía y Empresa,Business Economics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITI,3.0,3.0,DOI-GITI-411,Ética / Ethics,Ética,Ethics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
English,Fall,Unknown,Undergraduate,4-GITI,6.0,6.0,DOI-GITI-412,Investigación Operativa / Operations Research,Investigación Operativa,Operations Research,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english,unknown
Spanish,Fall,Unknown,Undergraduate,3-GITT,4.5,4.5,DOI-GITT-312,Estadística II / Statistics II,Estadística II,Statistics II,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
English,Fall,Unknown,Undergraduate,4-GITT,6.0,6.0,DOI-GITT-412,Investigación Operativa / Operations Research,Investigación Operativa,Operations Research,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english,unknown
Spanish,All-year,Unknown,Undergraduate,1-IMAT,9.0,4.5,DOI-IMAT-104,Probabilidad y Estadística / Statistics and Probability,Probabilidad y Estadística,Statistics and Probability,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-IMAT,3.0,3.0,DOI-IMAT-311,Análisis y Predicción de Series Temporales / Time Series Analysis and Forecasting,Análisis y Predicción de Series Temporales,Time Series Analysis and Forecasting,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
English,Fall,Unknown,Undergraduate,3-IMAT,6.0,6.0,DOI-IMAT-314,Optimización y Simulación / Optimization and Simulation,Optimización y Simulación,Optimization and Simulation,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english,unknown
English,Fall,Unknown,Master,2-MBA,3.0,3.0,DOI-MBA-612,Financiación e Inversiones en Industria y Tecnología / Finance and Investment in Industry and Technology,Financiación e Inversiones en Industria y Tecnología,Finance and Investment in Industry and Technology,Permission needed for final-year undergraduates,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
Spanish,All-year,Unknown,Master,2-MBD,3.0,1.5,DOI-MBD-501,Casos de Estudio / Case Studies,Casos de Estudio,Case Studies,Permission needed.,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MBD,6.0,6.0,DOI-MBD-514,Machine Learning I,Machine Learning I,Machine Learning I,Permission needed. 2-month intensive,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MBD,3.0,3.0,DOI-MBD-516,Introducción al Análisis Estadístico con Lenguajes de Programación para Machine Learning / Introduction to Statistical Analysis with Programming Languages for Machine Learning,Introducción al Análisis Estadístico con Lenguajes de Programación para Machine Learning,Introduction to Statistical Analysis with Programming Languages for Machine Learning,Permission needed. 2-month intensive,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MCS,6.0,6.0,DOI-MCS-514,Machine Learning / Analítica Avanzada / Machine Learning,Machine Learning / Analítica Avanzada,Machine Learning,Permission needed,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
English,Fall,Unknown,Master,2-MEPI,6.0,6.0,DOI-MEPI-511,Regulation of the Electric Power Industry,Regulation of the Electric Power Industry,Regulation of the Electric Power Industry,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,2-MEPI,6.0,6.0,DOI-MEPI-611,Economy of the Electric Power Industry,Economy of the Electric Power Industry,Economy of the Electric Power Industry,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,1-MEPI,6.0,6.0,DOI-MEPI-612,Decision Support Models in the Electric Power Industry,Decision Support Models in the Electric Power Industry,Decision Support Models in the Electric Power Industry,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,1-MII,6.0,6.0,DOI-MII-580,Análisis de Costes y Finanzas / Financial and Cost Analysis,Análisis de Costes y Finanzas,Financial and Cost Analysis,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,2-MII,6.0,6.0,DOI-MII-613,Emprendimiento e Innovación / Entrepreneurship and Innovation,Emprendimiento e Innovación,Entrepreneurship and Innovation,Same as DOI-MBA-613oc. Select this one only.,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,6-MII,3.0,3.0,DOI-MII-616,Aprendizaje Automático / Machine Learning,Aprendizaje Automático,Machine Learning,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English / Spanish,Fall,Unknown,Master,2-MII,6.0,6.0,DOI-MII-625,Sistemas de Producción y Fabricación / Production and Manufacturing Systems,Sistemas de Producción y Fabricación,Production and Manufacturing Systems,Requires sufficient global demand. TBD,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english_or_spanish,unknown
English / Spanish,Fall,Unknown,Master,2-MII,6.0,6.0,DOI-MII-680,"Creación, Organización y Dirección de Empresas / Business Administration","Creación, Organización y Dirección de Empresas",Business Administration,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english_or_spanish,unknown
English / Spanish,Fall,Unknown,Master,2-MII,3.0,3.0,DOI-MII-681,Dirección de Proyectos / Project Management,Dirección de Proyectos,Project Management,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english_or_spanish,unknown
Spanish,Fall,Unknown,Master,2-MII,3.0,3.0,DOI-MII-682,Ética y RSC / Professional Ethics and Corporate Social Responsibility,Ética y RSC,Professional Ethics and Corporate Social Responsibility,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
English / Spanish,Fall,Unknown,Master,2-MII,3.0,3.0,DOI-MII-683,Liderazgo y Gestión del Cambio / Leadership and Change Management,Liderazgo y Gestión del Cambio,Leadership and Change Management,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english_or_spanish,unknown
English,Fall,Unknown,Master,2-MIT,3.0,3.0,DOI-MIT-613,Dirección de Proyectos / Project Management,Dirección de Proyectos,Project Management,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,1-MSG,4.5,4.5,DOI-MSG-516,"Leadership, Change Management and Corporate Responsibility","Leadership, Change Management and Corporate Responsibility","Leadership, Change Management and Corporate Responsibility",First 3 ECTS from DOI-MII/MIT-683,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
Spanish,Fall,Unknown,Master,1-MTF,4.5,4.5,DOI-MTF-511,"Fundamentos de Tecnologías Financieras, Pagos y Banca Digital / Fundamentals of Financial Technologies, Payments and Digital Banking","Fundamentos de Tecnologías Financieras, Pagos y Banca Digital","Fundamentals of Financial Technologies, Payments and Digital Banking",,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MTF,4.5,4.5,DOI-MTF-512,Técnicas de Trading Algorítmico / Algorithmic Trading Techniques,Técnicas de Trading Algorítmico,Algorithmic Trading Techniques,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MTF,4.5,4.5,DOI-MTF-513,Gestión de Carteras e Inversión Basada en Datos / Portfolio Management and Data-Driven Investing,Gestión de Carteras e Inversión Basada en Datos,Portfolio Management and Data-Driven Investing,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
English,Fall,Unknown,Master,1-MIT,6.0,6.0,DOI-OPT-580,Optativa Complementaria. Análisis de Costes y Finanzas / Financial and Cost Analysis,Optativa Complementaria. Análisis de Costes y Finanzas,Financial and Cost Analysis,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,2-MII,6.0,6.0,DOI-OPT-611,"Optativa Complementaria. Supply Chain: Strategy, Planning and Management / Supply Chain: Strategy, Planning and Management","Optativa Complementaria. Supply Chain: Strategy, Planning and Management","Supply Chain: Strategy, Planning and Management",,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,2-MII,6.0,6.0,DOI-OPT-614,Optativa Complementaria. Machine Learning for Engineers / Machine Learning for Engineers,Optativa Complementaria. Machine Learning for Engineers,Machine Learning for Engineers,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Undergraduate,1-SAPIENS,6.0,6.0,DOI-SAP-130,Spanish Culture through Films,Spanish Culture through Films,Spanish Culture through Films,,,course_offering_2026_2027_v1_1,sapiens,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english,unknown
English,Fall,Unknown,Undergraduate,1-SAPIENS,6.0,6.0,DOI-SAP-354,Engineering Economy,Engineering Economy,Engineering Economy,,,course_offering_2026_2027_v1_1,sapiens,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english,unknown
Spanish,Fall,Unknown,Undergraduate,6-BA,3.0,3.0,DTC-BA-516,Desarrollo de Aplicaciones para la Visualización de Datos / Application Development for Data Visualization,Desarrollo de Aplicaciones para la Visualización de Datos,Application Development for Data Visualization,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-BA,3.0,3.0,DTC-BA23-314,Visualización de Datos / Data Visualization,Visualización de Datos,Data Visualization,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,1-GITI,7.5,7.5,DTC-GITI-112,Fundamentos de informática / Fundamentals of Computer Science,Fundamentos de informática,Fundamentals of Computer Science,Language: C,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,1-GITT,7.5,7.5,DTC-GITT-112,Fundamentos de informática / Fundamentals of Computer Science,Fundamentos de informática,Fundamentals of Computer Science,Language: Python,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,2-GITT,6.0,6.0,DTC-GITT-215,Algorítmica / Algorithms,Algorítmica,Algorithms,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-GITT,6.0,6.0,DTC-GITT-313,Tecnología de Redes / Computer Network Technologies,Tecnología de Redes,Computer Network Technologies,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-GITT,6.0,6.0,DTC-GITT-315,Ingeniería del Software / Software Engineering,Ingeniería del Software,Software Engineering,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-GITT,6.0,6.0,DTC-GITT-317,Telemedicina y Análisis de Datos / Telemedicine and Data Analytics,Telemedicina y Análisis de Datos,Telemedicine and Data Analytics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITT,4.5,4.5,DTC-GITT-411,Conmutación y Transmisión / Switching and Data Transmission,Conmutación y Transmisión,Switching and Data Transmission,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITT,7.5,7.5,DTC-GITT-413,Seguridad y Normativa / Security and Telecommunications Legislation,Seguridad y Normativa,Security and Telecommunications Legislation,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITT,6.0,6.0,DTC-GITT-415,Servicios Telemáticos Multimedia / Multimedia Telecommunication Services,Servicios Telemáticos Multimedia,Multimedia Telecommunication Services,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,1-IMAT,6.0,6.0,DTC-IMAT-112,Programación / Programming,Programación,Programming,Language: Python,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,2-IMAT,6.0,6.0,DTC-IMAT-215,Fundamentos de los Sistemas Operativos / Operating Systems Fundamentals,Fundamentos de los Sistemas Operativos,Operating Systems Fundamentals,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-IMAT,6.0,6.0,DTC-IMAT-315,Paradigmas y Técnicas de Programación / Programming Paradigms and Techniques,Paradigmas y Técnicas de Programación,Programming Paradigms and Techniques,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-IMAT,6.0,6.0,DTC-IMAT-416,Procesamiento de Lenguaje Natural II / Natural Language Processing II,Procesamiento de Lenguaje Natural II,Natural Language Processing II,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-IMAT,6.0,6.0,DTC-IMAT-417,Visión por Ordenador II / Computer Vision II,Visión por Ordenador II,Computer Vision II,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-IMAT,6.0,6.0,DTC-IMAT-423,Tecnologías para la Digitalización / Technologies for Digital Transformation,Tecnologías para la Digitalización,Technologies for Digital Transformation,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Master,1-MBD,3.0,3.0,DTC-MBD-511,Arquitectura Big Data / Big Data Architecture,Arquitectura Big Data,Big Data Architecture,Permission needed. 2-month intensive,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,2-MBD,3.0,3.0,DTC-MBD-512,Big Data y Gobierno del Dato / Big Data and Data Governance,Big Data y Gobierno del Dato,Big Data and Data Governance,Permission needed. 2-month intensive,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,2-MBD,7.5,7.5,DTC-MBD-515,Tecnologías de Procesamiento Big Data / Big Data Processing Technologies,Tecnologías de Procesamiento Big Data,Big Data Processing Technologies,Permission needed.,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MBD,3.0,3.0,DTC-MBD-517,Adquisición y Transformación / Data Acquisition and Transformation,Adquisición y Transformación,Data Acquisition and Transformation,Permission needed. 2-month intensive,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,All-year,Unknown,Master,1-MCS,6.0,3.0,DTC-MCS-501,Master Classes. Ciberseguridad Sectorial / Master Classes. Cybersecurity by Sectors,Master Classes. Ciberseguridad Sectorial,Master Classes. Cybersecurity by Sectors,Permission needed,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MCS,6.0,6.0,DTC-MCS-512,"Criptografía, Firma Electrónica y Blockchain / Cryptography, Digital Signature and Blockchain","Criptografía, Firma Electrónica y Blockchain","Cryptography, Digital Signature and Blockchain",Permission needed,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,2-MCS,6.0,6.0,DTC-MCS-513,"Gobierno, Riesgo y Cumplimiento de la Seguridad / Governance, Risk and Compliance","Gobierno, Riesgo y Cumplimiento de la Seguridad","Governance, Risk and Compliance",Permission needed,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
