language,term,schedule,studies,degree,ects,ects_semester,codigo,nombre,official_name,english_name,note_comment,url_guia,source_label,program_label,source_url,source_file,syllabus_links_json,availability_label,timing_risk_label,level_label,permission_label,language_label,schedule_label
Spanish,Fall,Unknown,Undergraduate,3-GITT,6.0,6.0,DEA-GITT-316,Electrónica e Instrumentación Biomédica / Biomedical Electronics and Instrumentation,Electrónica e Instrumentación Biomédica,Biomedical Electronics and Instrumentation,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITT,6.0,6.0,DEA-GITT-416,Tratamiento de Señales Biomédicas / Biomedical Signals Processing,Tratamiento de Señales Biomédicas,Biomedical Signals Processing,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-IMAT,6.0,6.0,DEAC-IMAT-312,Sistemas de Control / Control Systems,Sistemas de Control,Control Systems,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-IMAT,4.5,4.5,DEAC-IMAT-313,Visión por Ordenador I / Computer Vision I,Visión por Ordenador I,Computer Vision I,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-IMAT,3.0,3.0,DEAC-IMAT-411,Aprendizaje por Refuerzo / Reinforcement Learning,Aprendizaje por Refuerzo,Reinforcement Learning,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Master,2-MCS,3.0,3.0,DEAC-MCS-511,Ciberseguridad en la Industria e Infraestructuras Críticas / Industrial Cybersecurity and Critical Infrastructure,Ciberseguridad en la Industria e Infraestructuras Críticas,Industrial Cybersecurity and Critical Infrastructure,Permission needed,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MII,7.5,7.5,DEAC-MII-513,Sistemas Electrónicos / Electronic Systems,Sistemas Electrónicos,Electronic Systems,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,2-MII,4.5,4.5,DEAC-MII-631,Comunicaciones Industriales / Industrial Communication Systems,Comunicaciones Industriales,Industrial Communication Systems,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,2-MII,4.5,4.5,DEAC-MII-632,Automatización Avanzada / Advanced Automation,Automatización Avanzada,Advanced Automation,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MIT,7.5,7.5,DEAC-MIT-511,Electrónica de Comunicaciones / Communication Electronics,Electrónica de Comunicaciones,Communication Electronics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MIT,6.0,6.0,DEAC-MIT-513,Sistemas de Comunicación I / Communications Systems I,Sistemas de Comunicación I,Communications Systems I,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,2-MIT,3.0,3.0,DEAC-MIT-611,Aplicaciones Industriales de las Comunicaciones / Communications in Industrial Applications,Aplicaciones Industriales de las Comunicaciones,Communications in Industrial Applications,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
English,Fall,Unknown,Master,1-MSG,3.0,3.0,DEAC-MSG-512,Fundamentals of Telecommunications,Fundamentals of Telecommunications,Fundamentals of Telecommunications,2-week intensive,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,1-MSG,7.5,7.5,DEAC-MSG-515,Telecommunications for Smart Grids,Telecommunications for Smart Grids,Telecommunications for Smart Grids,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,1-MIINT,4.5,4.5,DEAC-MUIINT-112,Internet of Things,Internet of Things,Internet of Things,Permission needed.,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,1-MIINT,4.5,4.5,DEAC-MUIINT-113,Reinforcement Learning,Reinforcement Learning,Reinforcement Learning,Permission needed.,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
Spanish,Fall,Unknown,Undergraduate,2-ADE,6.0,6.0,DER-ADE-215,Marco Jurídico de la Empresa / Business Legal Framework,Marco Jurídico de la Empresa,Business Legal Framework,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-BA,6.0,6.0,DER-BA23-313,Regulación de Mercados Digitales / Regulation and Digital Markets,Regulación de Mercados Digitales,Regulation and Digital Markets,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,2-GITI,12.0,6.0,DIE-GITI-201,Electrotecnia / Power System Fundamentals,Electrotecnia,Power System Fundamentals,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-GITI,7.5,7.5,DIE-GITI-312,Máquinas Eléctricas / Electric Machines,Máquinas Eléctricas,Electric Machines,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITI,6.0,6.0,DIE-GITI-431,Ampliación de Sistemas de Energía Eléctrica / Power Systems Analysis,Ampliación de Sistemas de Energía Eléctrica,Power Systems Analysis,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITI,3.0,3.0,DIE-GITI-439,Fundamentos y Aplicaciones de Accionamientos Eléctricos / Fundamentals and Applications of Electric Drives,Fundamentos y Aplicaciones de Accionamientos Eléctricos,Fundamentals and Applications of Electric Drives,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITI,4.5,4.5,DIE-GITI-441,Centrales y Subestaciones Eléctricas / Electric Power Plants and Electrical Substations,Centrales y Subestaciones Eléctricas,Electric Power Plants and Electrical Substations,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
English,Fall,Unknown,Master,1-MEPI,6.0,6.0,DIE-MEPI-512,Electric Power Systems,Electric Power Systems,Electric Power Systems,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,1-MEPI,3.0,3.0,DIE-MEPI-513,Fundamentals on Electrical Engineering and Optimization Techniques,Fundamentals on Electrical Engineering and Optimization Techniques,Fundamentals on Electrical Engineering and Optimization Techniques,Only newly-admitted degree students,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
Spanish,Fall,Unknown,Master,1-MII,6.0,6.0,DIE-MII-512,Explotación de los Sistemas de Energía Eléctrica / Operation of Electric Power Systems,Explotación de los Sistemas de Energía Eléctrica,Operation of Electric Power Systems,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
English,Fall,Unknown,Master,2-MII,7.5,7.5,DIE-MII-615,Regulación y Nuevos Modelos de Negocio / Regulation and New Business Models,Regulación y Nuevos Modelos de Negocio,Regulation and New Business Models,Same as DIE-MSG-514,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
Spanish,Fall,Unknown,Master,2-MII,4.5,4.5,DIE-MII-631,Líneas Eléctricas / Electric Power Lines,Líneas Eléctricas,Electric Power Lines,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,2-MII,4.5,4.5,DIE-MII-633,Instalaciones de Media y Baja Tensión / Medium and Low Voltage Installations,Instalaciones de Media y Baja Tensión,Medium and Low Voltage Installations,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
English,Fall,Unknown,Master,1-MSG,3.0,3.0,DIE-MSG-511,Fundamentals of Power Systems,Fundamentals of Power Systems,Fundamentals of Power Systems,2-week intensive. Requires sufficient global demand. TBD,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,1-MSG,6.0,6.0,DIE-MSG-517,Operation and Planning of Future Distribution Networks,Operation and Planning of Future Distribution Networks,Operation and Planning of Future Distribution Networks,Must take with DIE-MSG-518,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,1-MSG,1.5,1.5,DIE-MSG-518,Operation and Planning of Future Distribution Networks Laboratory,Operation and Planning of Future Distribution Networks Laboratory,Operation and Planning of Future Distribution Networks Laboratory,Must take with DIE-MSG-517,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Master,2-MII,6.0,6.0,DIE-OPT-613,Optativa Complementaria. Optimization Techniques for Electrical Engineering / Optimization Techniques for Electrical Engineering,Optativa Complementaria. Optimization Techniques for Electrical Engineering,Optimization Techniques for Electrical Engineering,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Undergraduate,1-SAPIENS,6.0,6.0,DIE-SAP-212,Electricity and Magnetism,Electricity and Magnetism,Electricity and Magnetism,,,course_offering_2026_2027_v1_1,sapiens,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english,unknown
Spanish,All-year,Unknown,Undergraduate,1-BIO,3.0,1.5,DIM-GIB-101,Retos y Avances en Ingeniería Biomédica / Challenges and Advances in Biomedical Engineering,Retos y Avances en Ingeniería Biomédica,Challenges and Advances in Biomedical Engineering,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,1-BIO,4.5,4.5,DIM-GIB-111,Bioquímica / Biochemistry,Bioquímica,Biochemistry,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,1-BIO,6.0,6.0,DIM-GIB-112,Física I / Physics I,Física I,Physics I,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,1-BIO,6.0,6.0,DIM-GIB-113,Química / Chemistry,Química,Chemistry,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,1-GITI,12.0,6.0,DIM-GITI-103,Física / Physics,Física,Physics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,1-GITI,7.5,7.5,DIM-GITI-121,Expresión Gráfica / Engineering Drawing and CAD,Expresión Gráfica,Engineering Drawing and CAD,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,1-GITI,6.0,3.0,DIM-GITI-123,Química / Chemistry,Química,Chemistry,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,2-GITI,9.0,4.5,DIM-GITI-202,Mecánica / Mechanics,Mecánica,Mechanics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,2-GITI,6.0,6.0,DIM-GITI-211,Ciencia de Materiales / Materials Science,Ciencia de Materiales,Materials Science,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,2-GITI,7.5,7.5,DIM-GITI-213,Termodinámica / Thermodynamics,Termodinámica,Thermodynamics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-GITI,4.5,4.5,DIM-GITI-314,Transmisión de Calor / Heat Transfer,Transmisión de Calor,Heat Transfer,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITI,4.5,4.5,DIM-GITI-421,Ingeniería Medioambiental / Environmental Engineering,Ingeniería Medioambiental,Environmental Engineering,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITI,6.0,6.0,DIM-GITI-431,Turbomáquinas / Turbomachines,Turbomáquinas,Turbomachines,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
English / Spanish,Fall,Unknown,Undergraduate,4-GITI,4.5,4.5,DIM-GITI-433,Cálculo de Estructuras / Structural Analysis,Cálculo de Estructuras,Structural Analysis,English only if sufficient demand,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english_or_spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITI,3.0,3.0,DIM-GITI-434,Diseño Mecánico / Mechanical Design,Diseño Mecánico,Mechanical Design,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-ADE,6.0,6.0,DIM-GITI-439,Tecnologías de Fabricación y Producción / Manufacturing and Production Technologies,Tecnologías de Fabricación y Producción,Manufacturing and Production Technologies,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
English / Spanish,Fall,Unknown,Undergraduate,4-GITI,4.5,4.5,DIM-GITI-442,Elementos de Máquinas / Machinery Components,Elementos de Máquinas,Machinery Components,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english_or_spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-GITI,4.5,4.5,DIM-GITI-447,Ingeniería de Fabricación / Manufacturing Engineering,Ingeniería de Fabricación,Manufacturing Engineering,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,1-GITT,12.0,6.0,DIM-GITT-103,Fundamentos Físicos de las Comunicaciones / Physical Foundations of Communications,Fundamentos Físicos de las Comunicaciones,Physical Foundations of Communications,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,1-IMAT,9.0,4.5,DIM-IMAT-103,Física / Physics,Física,Physics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Master,1-MII,6.0,6.0,DIM-MII-515,Construcciones Industriales / Industrial Constructions,Construcciones Industriales,Industrial Constructions,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MII,4.5,4.5,DIM-MII-516,Robotica Industrial / Industrial Robotics,Robotica Industrial,Industrial Robotics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
English,Fall,Unknown,Master,2-MII,3.0,3.0,DIM-MII-611,Materiales Avanzados y Técnicas de Unión / Advanced Materials & Joining,Materiales Avanzados y Técnicas de Unión,Advanced Materials & Joining,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
Spanish,Fall,Unknown,Master,2-MII,6.0,6.0,DIM-MII-612,Simulación Multifísica / Multiphysics Simulation,Simulación Multifísica,Multiphysics Simulation,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,2-MII,3.0,3.0,DIM-MII-616,Energías Renovables / Renewable Energies,Energías Renovables,Renewable Energies,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,2-MII,6.0,6.0,DIM-MII-632,Oleohidráulica y Neumática / Oil Hydraulics and Pneumatics,Oleohidráulica y Neumática,Oil Hydraulics and Pneumatics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
English,Fall,Unknown,Master,2-MII,6.0,6.0,DIM-OPT-611,Optativa Complementaria. Sustainable Development / Sustainable Development,Optativa Complementaria. Sustainable Development,Sustainable Development,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,english,unknown
English,Fall,Unknown,Undergraduate,1-SAPIENS,6.0,6.0,DIM-SAP-211,Introduction to Statics,Introduction to Statics,Introduction to Statics,,,course_offering_2026_2027_v1_1,sapiens,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english,unknown
English,Fall,Unknown,Undergraduate,1-SAPIENS,6.0,6.0,DIM-SAP-336,Engineering Thermodynamics,Engineering Thermodynamics,Engineering Thermodynamics,,,course_offering_2026_2027_v1_1,sapiens,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english,unknown
English,Fall,Unknown,Undergraduate,1-SAPIENS,6.0,6.0,DIM-SAP-346,Environmental Engineering & Sustainability,Environmental Engineering & Sustainability,Environmental Engineering & Sustainability,,,course_offering_2026_2027_v1_1,sapiens,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,english,unknown
Spanish,Fall,Unknown,Undergraduate,1-BIO,6.0,6.0,DMA-GIB-111,Álgebra y Geometría / Algebra and Geometry,Álgebra y Geometría,Algebra and Geometry,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,1-BIO,6.0,6.0,DMA-GIB-112,Cálculo / Calculus,Cálculo,Calculus,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,1-GITI,9.0,4.5,DMA-GITI-101,Álgebra y Geometría / Algebra and Geometry,Álgebra y Geometría,Algebra and Geometry,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,1-GITI,12.0,6.0,DMA-GITI-102,Cálculo / Calculus,Cálculo,Calculus,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,2-GITI,6.0,6.0,DMA-GITI-212,Ecuaciones Diferenciales / Differential Equations,Ecuaciones Diferenciales,Differential Equations,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,1-GITT,9.0,4.5,DMA-GITT-101,Álgebra y Geometría / Algebra and Geometry,Álgebra y Geometría,Algebra and Geometry,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,1-GITT,12.0,6.0,DMA-GITT-102,Cálculo / Calculus,Cálculo,Calculus,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,2-GITT,6.0,6.0,DMA-GITT-212,Ecuaciones Diferenciales / Differential Equations,Ecuaciones Diferenciales,Differential Equations,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,1-IMAT,12.0,6.0,DMA-IMAT-101,Álgebra y Geometría / Algebra and Geometry,Álgebra y Geometría,Algebra and Geometry,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,All-year,Unknown,Undergraduate,1-IMAT,12.0,6.0,DMA-IMAT-102,Análisis Matemático y Cálculo Vectorial / Mathematical Analysis and Vector Calculus,Análisis Matemático y Cálculo Vectorial,Mathematical Analysis and Vector Calculus,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term_all_year,medium,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,2-IMAT,6.0,6.0,DMA-IMAT-212,Ecuaciones Diferenciales / Differential Equations,Ecuaciones Diferenciales,Differential Equations,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,2-IMAT,6.0,6.0,DMA-IMAT-214,Matemática Discreta / Discrete Mathematics,Matemática Discreta,Discrete Mathematics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,3-IMAT,4.5,4.5,DMA-IMAT-311,Geometría Computacional / Computational Geometry,Geometría Computacional,Computational Geometry,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Undergraduate,4-IMAT,3.0,3.0,DMA-IMAT-415,Matemática Avanzada / Advanced Mathematics,Matemática Avanzada,Advanced Mathematics,,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,undergraduate,standard,spanish,unknown
Spanish,Fall,Unknown,Master,1-MIA,4.5,4.5,DMA-MIA-512,Métodos Probabilísticos / Probabilistic Methods,Métodos Probabilísticos,Probabilistic Methods,Permission needed.,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MIA,4.5,4.5,DMA-MIA-513,Métodos Diferenciales de la Inteligencia Artificial / Differential Methods in Artificial Intelligence,Métodos Diferenciales de la Inteligencia Artificial,Differential Methods in Artificial Intelligence,Permission needed.,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
Spanish,Fall,Unknown,Master,1-MIA,4.5,4.5,DMA-MIA-514,Geometría de la Información / Information Geometry,Geometría de la Información,Information Geometry,Permission needed.,,course_offering_2026_2027_v1_1,regular_icai,,___Course_Offering_26-27_Student_Version_1.1.xlsx,[],exchange_term,low,postgraduate,permission_required,spanish,unknown
